acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
34472,F,13,13,15,66,81,1,0,1,0,0,0,0,0,no
34473,F,49,7,131,255,386,11,1,1,3,1,1,1,3,no
34474,F,21,13,27,30,57,2,0,0,0,1,1,0,0,no
34475,F,21,15,25,280,305,2,0,0,2,0,0,0,0,no
34476,F,33,1,82,232,314,7,2,0,1,1,2,0,1,yes
34477,F,11,7,29,39,68,2,0,0,1,0,0,0,1,no
34478,M/NB,35,19,71,144,215,6,1,0,2,1,0,1,1,no
34479,F,11,9,26,111,137,2,0,0,0,2,0,0,0,no
34480,F,9,9,15,60,75,1,0,0,0,0,0,0,1,no
34481,M/NB,15,9,29,107,136,2,1,0,0,0,0,0,1,no
34482,M/NB,57,13,130,291,421,11,2,0,2,2,2,1,2,no
34483,F,45,1,104,44,148,9,1,2,2,1,0,1,2,no
34484,M/NB,15,15,15,184,199,1,0,0,0,0,1,0,0,no
34485,F,15,15,15,267,282,1,0,0,0,1,0,0,0,no
34486,F,9,9,15,257,272,1,1,0,0,0,0,0,0,no
34487,F,13,13,15,266,281,1,0,0,1,0,0,0,0,no
34488,F,15,15,15,181,196,1,0,0,0,1,0,0,0,no
34489,F,15,11,27,280,307,2,0,0,1,0,1,0,0,no
34490,F,61,17,82,47,129,8,3,1,3,0,1,0,0,no
34491,M/NB,13,13,15,244,259,1,0,0,1,0,0,0,0,yes
34492,F,9,9,15,138,153,1,0,0,1,0,0,0,0,no
34493,M/NB,89,23,141,128,269,12,2,0,2,2,1,1,4,no
34494,M/NB,19,11,28,289,317,2,0,0,1,0,0,1,0,no
34495,M/NB,83,33,98,146,244,9,3,3,1,1,0,1,0,no
34496,F,17,17,15,32,47,1,0,0,1,0,0,0,0,no
34497,M/NB,15,15,15,278,293,1,0,0,0,0,0,0,1,no
34498,M/NB,31,9,126,198,324,11,3,0,2,2,1,1,2,no
34499,M/NB,31,11,48,34,82,4,0,0,2,1,1,0,0,no
34500,F,15,15,15,263,278,1,0,0,0,0,1,0,0,no
34501,F,33,33,15,5,20,1,1,0,0,0,0,0,0,no
34502,F,71,33,99,214,313,9,2,0,5,1,1,0,0,no
34503,F,1,1,15,84,99,1,1,0,0,0,0,0,0,no
34504,F,45,1,127,329,456,12,3,1,4,1,1,2,0,no
34505,F,39,27,37,138,175,3,1,0,0,0,1,0,1,no
34506,F,9,9,15,119,134,1,0,0,1,0,0,0,0,no
34507,F,35,13,105,272,377,9,0,1,3,2,1,1,1,no
34508,F,15,15,15,114,129,1,0,0,0,1,0,0,0,no
34509,M/NB,47,9,129,270,399,11,6,0,1,2,0,0,2,no
34510,F,9,9,15,182,197,1,0,0,1,0,0,0,0,no
34511,F,47,5,96,93,189,9,2,2,3,0,0,1,1,no
34512,F,9,9,15,270,285,1,0,1,0,0,0,0,0,no
34513,F,35,33,28,59,87,2,0,0,1,0,0,1,0,no
34514,F,15,9,29,131,160,2,0,0,1,0,0,0,1,no
34515,M/NB,13,9,25,293,318,2,1,0,1,0,0,0,0,no
34516,F,7,7,15,67,82,1,0,1,0,0,0,0,0,no
34517,F,11,11,15,218,233,1,0,1,0,0,0,0,0,yes
34518,F,9,9,15,263,278,1,0,0,0,0,0,0,1,no
34519,M/NB,31,31,15,229,244,1,0,0,0,1,0,0,0,no
34520,F,11,11,15,167,182,1,1,0,0,0,0,0,0,no
34521,M/NB,15,11,29,4,33,2,0,0,1,0,0,0,1,no
34522,F,29,1,69,163,232,6,1,0,3,0,1,0,1,no
34523,F,9,9,15,141,156,1,1,0,0,0,0,0,0,no
34524,M/NB,59,5,125,57,182,11,6,0,2,2,0,0,1,no
34525,M/NB,9,9,15,13,28,1,0,0,0,0,0,0,1,no
34526,F,59,13,106,202,308,9,0,1,2,3,1,0,2,no
34527,F,33,27,29,117,146,2,0,0,0,0,0,0,2,no
34528,F,9,9,15,222,237,1,1,0,0,0,0,0,0,no
34529,F,47,25,92,197,289,8,1,1,3,0,1,0,2,no
34530,F,53,1,116,148,264,9,0,0,2,1,0,1,5,no
34531,F,33,21,52,253,305,4,0,1,1,0,0,1,1,no
34532,F,25,5,73,227,300,7,1,2,3,0,1,0,0,no
34533,M/NB,13,1,61,234,295,5,1,0,0,1,0,2,1,yes
34534,F,19,9,35,141,176,3,0,0,3,0,0,0,0,no
34535,F,7,7,15,166,181,1,1,0,0,0,0,0,0,no
34536,M/NB,13,11,26,166,192,2,0,0,1,1,0,0,0,no
34537,F,19,15,25,150,175,2,0,0,2,0,0,0,0,no
34538,F,11,11,15,104,119,1,1,0,0,0,0,0,0,yes
34539,M/NB,25,9,42,129,171,3,0,0,0,0,0,1,2,no
34540,F,17,9,27,261,288,2,0,1,0,0,1,0,0,no
34541,M/NB,19,15,24,243,267,2,1,1,0,0,0,0,0,no
34542,M/NB,19,13,29,174,203,2,0,0,0,1,0,0,1,no
34543,F,43,33,39,43,82,3,1,0,0,1,0,1,0,no
34544,M/NB,41,13,128,310,438,11,2,0,2,1,1,2,3,yes
34545,M/NB,15,15,15,81,96,1,0,0,0,0,1,0,0,no
34546,F,25,25,15,35,50,1,0,0,1,0,0,0,0,no
34547,F,35,31,28,174,202,2,1,0,0,0,0,1,0,no
34548,F,31,31,15,25,40,1,0,0,1,0,0,0,0,no
34549,M/NB,39,23,44,306,350,4,1,0,2,1,0,0,0,no
34550,F,17,11,27,163,190,2,0,1,0,0,1,0,0,no
34551,F,15,11,28,66,94,2,1,0,0,0,0,1,0,no
34552,F,21,15,34,220,254,3,1,1,1,0,0,0,0,no
34553,M/NB,47,15,69,207,276,6,1,0,1,1,1,2,0,yes
34554,F,51,29,122,143,265,11,3,1,4,1,0,2,0,no
34555,F,7,7,15,242,257,1,0,1,0,0,0,0,0,no
34556,F,39,9,68,254,322,6,2,1,1,0,1,0,1,no
34557,M/NB,23,19,26,14,40,2,0,0,1,1,0,0,0,yes
34558,F,21,13,27,92,119,2,0,0,1,0,1,0,0,no
34559,M/NB,25,15,47,273,320,4,1,0,0,1,0,2,0,no
34560,F,1,1,15,78,93,1,1,0,0,0,0,0,0,no
34561,F,29,7,60,201,261,5,1,1,1,0,1,0,1,no
34562,F,25,25,15,148,163,1,0,0,1,0,0,0,0,no
34563,M/NB,3,3,15,121,136,1,0,0,1,0,0,0,0,no
34564,F,33,25,28,134,162,2,0,0,0,0,1,1,0,no
34565,F,39,31,38,262,300,3,0,1,1,0,0,1,0,no
34566,F,27,27,15,60,75,1,0,0,0,0,0,0,1,no
34567,F,15,15,15,165,180,1,0,0,0,0,0,1,0,yes
34568,F,49,9,83,80,163,7,1,0,2,1,1,1,1,no
34569,M/NB,27,9,39,101,140,3,0,0,1,0,0,0,2,no
34570,F,13,11,29,219,248,2,0,0,0,1,0,0,1,no
34571,F,1,1,15,144,159,1,0,0,1,0,0,0,0,no
34572,F,11,11,15,53,68,1,0,0,0,0,0,1,0,no
34573,F,25,7,75,219,294,7,1,3,2,0,0,0,1,no
34574,F,35,15,59,315,374,5,1,0,2,0,1,0,1,no
34575,F,15,15,15,105,120,1,0,0,0,1,0,0,0,no
34576,M/NB,33,13,59,26,85,5,1,1,1,1,0,0,1,no
34577,M/NB,37,15,109,147,256,9,1,0,2,2,0,2,2,yes
34578,M/NB,21,15,26,42,68,2,0,1,0,1,0,0,0,no
34579,F,31,23,25,105,130,2,1,0,1,0,0,0,0,no
34580,M/NB,15,15,15,273,288,1,0,0,0,0,0,1,0,yes
34581,M/NB,39,15,114,249,363,10,2,0,2,3,0,1,2,no
34582,M/NB,37,33,24,215,239,2,0,2,0,0,0,0,0,no
34583,F,45,13,88,316,404,7,0,0,5,0,0,0,2,no
34584,F,45,17,117,230,347,10,3,2,0,0,0,2,3,no
34585,M/NB,47,31,66,323,389,6,2,1,1,1,0,1,0,no
34586,M/NB,35,9,63,122,185,5,0,0,2,1,0,1,1,no
34587,M/NB,27,9,113,178,291,9,1,0,2,0,0,1,5,yes
34588,M/NB,9,9,15,95,110,1,0,0,0,0,0,0,1,no
34589,F,5,1,26,213,239,2,0,0,1,1,0,0,0,no
34590,F,23,15,29,81,110,2,0,0,1,0,0,0,1,no
34591,F,17,17,15,15,30,1,0,1,0,0,0,0,0,no
34592,M/NB,53,29,121,147,268,10,3,0,1,4,0,0,2,no
34593,F,23,7,50,215,265,4,1,0,0,0,0,2,1,yes
34594,F,15,11,27,265,292,2,0,0,1,0,1,0,0,no
34595,M/NB,73,15,144,327,471,12,1,1,3,2,0,4,1,yes
34596,F,5,5,15,105,120,1,0,0,0,1,0,0,0,no
34597,M/NB,31,31,15,13,28,1,0,0,0,0,0,1,0,no
34598,M/NB,69,9,137,196,333,12,3,1,2,3,1,0,2,no
34599,F,13,13,15,276,291,1,0,0,0,0,0,1,0,no
34600,F,13,13,15,174,189,1,0,0,0,0,1,0,0,no
34601,F,27,5,99,143,242,8,1,0,4,0,0,1,2,yes
34602,M/NB,21,15,29,167,196,2,0,0,0,0,1,0,1,no
34603,F,19,13,26,297,323,2,1,0,0,1,0,0,0,no
34604,F,15,15,15,88,103,1,0,1,0,0,0,0,0,no
34605,M/NB,41,15,73,309,382,6,0,0,3,1,0,1,1,no
34606,F,55,7,139,127,266,12,2,1,5,0,1,0,3,no
34607,M/NB,35,1,135,278,413,12,2,1,3,3,1,2,0,no
34608,F,7,1,26,169,195,2,1,0,0,1,0,0,0,no
34609,F,19,11,27,206,233,2,1,0,0,0,1,0,0,no
34610,F,17,11,24,198,222,2,1,1,0,0,0,0,0,no
34611,M/NB,13,9,24,280,304,2,1,1,0,0,0,0,0,no
34612,F,23,23,15,221,236,1,1,0,0,0,0,0,0,no
34613,F,9,5,26,188,214,2,1,0,0,1,0,0,0,no
34614,F,37,13,103,303,406,9,2,2,1,1,0,1,2,no
34615,M/NB,19,3,57,150,207,5,1,1,1,1,1,0,0,no
34616,F,25,9,42,308,350,4,1,1,1,0,1,0,0,no
34617,F,7,1,26,169,195,2,0,0,1,1,0,0,0,no
34618,F,17,11,29,212,241,2,1,0,0,0,0,0,1,no
34619,M/NB,23,3,76,15,91,6,0,0,2,1,1,0,2,no
34620,F,9,7,28,131,159,2,0,0,1,0,0,1,0,no
34621,F,29,9,91,70,161,9,2,3,2,2,0,0,0,no
34622,F,55,11,120,313,433,10,1,0,2,1,1,2,3,yes
34623,F,15,15,15,10,25,1,0,0,0,1,0,0,0,no
34624,F,5,5,15,93,108,1,0,0,1,0,0,0,0,no
34625,F,15,15,15,241,256,1,0,0,1,0,0,0,0,no
34626,M/NB,27,3,104,199,303,10,2,1,4,2,1,0,0,no
34627,F,53,15,99,122,221,8,0,0,1,4,0,1,2,no
34628,F,49,15,89,134,223,8,1,2,2,1,0,2,0,yes
34629,F,9,9,15,95,110,1,1,0,0,0,0,0,0,no
34630,M/NB,33,15,42,77,119,4,2,1,1,0,0,0,0,no
34631,F,49,13,95,72,167,8,1,1,1,0,1,2,2,no
34632,F,21,1,89,155,244,7,0,0,1,0,2,3,1,yes
34633,M/NB,11,11,15,70,85,1,0,0,0,0,0,0,1,yes
34634,F,21,15,24,84,108,2,1,1,0,0,0,0,0,no
34635,F,35,15,45,303,348,4,1,0,3,0,0,0,0,no
34636,M/NB,25,19,29,14,43,2,1,0,0,0,0,0,1,no
34637,M/NB,53,1,131,53,184,12,4,0,4,3,0,0,1,no
34638,M/NB,9,9,15,220,235,1,1,0,0,0,0,0,0,no
34639,M/NB,29,7,51,202,253,4,0,0,2,0,1,0,1,no
34640,F,7,7,15,180,195,1,0,0,0,0,0,0,1,no
34641,M/NB,19,13,24,37,61,2,1,1,0,0,0,0,0,no
34642,M/NB,21,3,59,85,144,5,1,1,1,1,0,0,1,no
34643,M/NB,9,1,25,115,140,2,0,0,2,0,0,0,0,no
34644,F,43,27,85,40,125,7,1,0,2,1,0,1,2,no
34645,F,27,11,79,48,127,7,2,1,1,1,1,0,1,no
34646,F,15,15,15,169,184,1,0,0,0,0,0,0,1,no
34647,F,15,11,27,267,294,2,0,0,0,1,1,0,0,no
34648,F,15,15,15,293,308,1,0,0,0,0,1,0,0,no
34649,F,5,5,15,222,237,1,1,0,0,0,0,0,0,no
34650,M/NB,15,15,15,44,59,1,0,1,0,0,0,0,0,no
34651,F,13,13,15,24,39,1,0,0,1,0,0,0,0,no
34652,M/NB,99,33,134,190,324,12,2,0,5,3,1,1,0,no
34653,M/NB,13,13,15,172,187,1,0,1,0,0,0,0,0,yes
34654,M/NB,33,29,26,185,211,2,1,0,0,1,0,0,0,no
34655,F,49,3,115,300,415,10,2,4,0,1,0,2,1,no
34656,M/NB,9,9,15,81,96,1,0,0,0,0,0,1,0,no
34657,F,39,11,96,299,395,8,1,0,1,2,2,0,2,no
34658,M/NB,21,13,25,132,157,2,0,0,2,0,0,0,0,no
34659,F,37,13,76,230,306,7,3,2,0,0,0,1,1,no
34660,F,15,11,24,258,282,2,1,1,0,0,0,0,0,no
34661,F,37,27,41,218,259,3,0,0,1,0,1,0,1,no
34662,F,13,9,29,220,249,2,0,1,0,0,0,0,1,no
34663,M/NB,19,11,28,189,217,2,0,0,1,0,0,1,0,yes
34664,F,49,27,53,13,66,4,1,0,1,0,0,0,2,no
34665,F,47,13,80,175,255,7,3,0,0,1,2,0,1,no
34666,F,13,11,27,271,298,2,0,0,1,0,1,0,0,no
34667,F,15,11,28,92,120,2,0,0,0,1,0,1,0,no
34668,F,21,21,15,207,222,1,0,1,0,0,0,0,0,no
34669,F,9,9,15,39,54,1,1,0,0,0,0,0,0,no
34670,F,9,9,15,242,257,1,0,0,1,0,0,0,0,no
34671,M/NB,27,7,65,145,210,6,1,1,1,1,2,0,0,no
34672,F,7,3,25,143,168,2,0,0,2,0,0,0,0,no
34673,F,21,15,25,239,264,2,0,1,1,0,0,0,0,no
34674,F,23,19,29,286,315,2,0,0,1,0,0,0,1,no
34675,F,11,11,15,152,167,1,0,0,1,0,0,0,0,no
34676,M/NB,43,7,99,83,182,9,4,0,2,0,1,0,2,no
34677,F,55,11,87,225,312,8,3,1,0,2,1,1,0,no
34678,F,37,29,26,61,87,2,0,0,1,1,0,0,0,no
34679,M/NB,9,5,28,206,234,2,0,0,1,0,0,1,0,no
34680,M/NB,17,11,36,49,85,3,0,0,1,1,0,0,1,no
34681,F,47,13,58,37,95,6,4,1,1,0,0,0,0,no
34682,F,37,3,76,296,372,7,2,0,3,0,1,1,0,no
34683,F,3,3,15,60,75,1,1,0,0,0,0,0,0,no
34684,F,9,7,28,61,89,2,1,0,0,0,0,1,0,yes
34685,M/NB,29,13,73,255,328,6,0,1,2,1,0,0,2,no
34686,F,15,15,15,126,141,1,0,0,0,0,1,0,0,no
34687,F,51,25,92,99,191,8,2,1,0,1,0,1,3,no
34688,F,11,11,15,291,306,1,0,0,1,0,0,0,0,no
34689,F,25,25,15,165,180,1,0,0,1,0,0,0,0,no
34690,F,37,15,78,150,228,7,0,2,2,2,1,0,0,no
34691,M/NB,17,13,27,82,109,2,0,0,0,1,1,0,0,no
34692,F,17,15,29,93,122,2,0,0,0,0,0,1,1,no
34693,M/NB,21,13,23,83,106,2,2,0,0,0,0,0,0,no
34694,F,5,5,15,6,21,1,0,0,0,1,0,0,0,no
34695,F,17,5,50,50,100,4,0,2,0,0,1,0,1,no
34696,F,13,13,15,67,82,1,0,1,0,0,0,0,0,no
34697,F,15,15,15,133,148,1,0,0,1,0,0,0,0,no
34698,F,7,7,15,156,171,1,1,0,0,0,0,0,0,no
34699,F,13,13,15,167,182,1,0,0,0,0,1,0,0,no
34700,F,19,15,29,42,71,2,0,0,0,0,0,0,2,no
34701,M/NB,19,11,33,261,294,3,1,0,2,0,0,0,0,no
34702,F,9,9,15,225,240,1,0,0,0,1,0,0,0,no
34703,F,27,3,94,56,150,8,1,2,1,0,1,2,1,yes
34704,M/NB,43,11,95,290,385,9,1,4,2,1,0,0,1,no
34705,F,15,15,15,182,197,1,0,0,1,0,0,0,0,yes
34706,F,85,15,138,149,287,12,3,2,0,1,3,3,0,no
34707,M/NB,15,11,23,234,257,2,2,0,0,0,0,0,0,no
34708,M/NB,15,7,28,106,134,2,0,0,1,0,0,1,0,yes
34709,M/NB,15,3,70,124,194,6,0,1,2,2,0,0,1,no
34710,M/NB,11,9,23,242,265,2,2,0,0,0,0,0,0,no
34711,M/NB,25,15,38,151,189,3,1,0,1,0,0,1,0,no
34712,F,23,17,28,167,195,2,0,1,0,0,0,1,0,yes
34713,F,31,31,15,296,311,1,0,0,1,0,0,0,0,no
34714,F,11,5,28,245,273,2,0,0,0,1,0,1,0,no
34715,F,21,11,48,108,156,4,0,2,1,0,0,0,1,no
34716,M/NB,35,13,55,57,112,5,1,0,2,2,0,0,0,no
34717,F,5,5,15,112,127,1,0,0,1,0,0,0,0,no
34718,M/NB,43,7,132,291,423,12,3,0,5,1,0,0,3,no
34719,M/NB,11,7,26,204,230,2,0,1,0,1,0,0,0,no
34720,F,15,15,15,276,291,1,0,1,0,0,0,0,0,no
34721,F,29,29,15,83,98,1,1,0,0,0,0,0,0,no
34722,F,9,9,15,197,212,1,0,0,0,0,0,1,0,no
34723,F,11,11,15,147,162,1,0,1,0,0,0,0,0,no
34724,M/NB,13,9,23,260,283,2,2,0,0,0,0,0,0,no
34725,F,99,33,141,269,410,12,4,0,2,1,4,1,0,no
34726,F,13,13,15,212,227,1,0,0,0,1,0,0,0,no
34727,M/NB,11,11,15,194,209,1,0,0,0,0,0,0,1,no
34728,F,15,15,15,288,303,1,0,0,0,0,1,0,0,no
34729,M/NB,49,15,92,185,277,8,1,1,1,2,1,1,1,no
34730,F,13,13,15,230,245,1,0,0,1,0,0,0,0,no
34731,F,51,13,121,216,337,10,1,1,4,0,0,2,2,yes
34732,F,13,13,15,150,165,1,0,0,1,0,0,0,0,no
34733,F,9,9,15,165,180,1,0,0,1,0,0,0,0,no
34734,F,21,13,29,286,315,2,1,0,0,0,0,0,1,no
34735,M/NB,13,5,24,127,151,2,1,1,0,0,0,0,0,no
34736,F,13,13,15,168,183,1,0,0,0,0,0,0,1,no
34737,F,41,5,88,194,282,8,2,2,2,0,0,1,1,no
34738,F,37,9,112,126,238,10,4,1,2,0,2,1,0,no
34739,F,45,3,77,89,166,7,1,2,1,2,0,1,0,no
34740,M/NB,61,7,134,200,334,12,3,2,3,1,1,1,1,no
34741,F,3,3,15,265,280,1,0,1,0,0,0,0,0,no
34742,F,5,5,15,141,156,1,0,0,1,0,0,0,0,no
34743,F,21,21,15,40,55,1,0,0,0,0,0,0,1,no
34744,F,3,3,15,172,187,1,0,0,1,0,0,0,0,no
34745,F,9,7,25,293,318,2,0,0,2,0,0,0,0,no
34746,M/NB,41,15,59,185,244,5,0,1,1,1,0,0,2,no
34747,M/NB,77,9,141,253,394,12,5,0,3,1,0,3,0,no
34748,M/NB,51,17,79,235,314,7,2,1,0,2,1,1,0,no
34749,F,5,5,15,182,197,1,1,0,0,0,0,0,0,no
34750,F,23,13,39,34,73,3,0,0,1,0,1,0,1,no
34751,F,91,29,129,178,307,12,3,1,4,1,1,0,2,no
34752,F,7,7,15,58,73,1,0,0,0,0,1,0,0,no
34753,F,29,21,29,84,113,2,1,0,0,0,0,0,1,no
34754,F,17,13,29,120,149,2,0,0,1,0,0,0,1,no
34755,M/NB,17,11,28,286,314,2,0,0,0,1,0,1,0,no
34756,F,13,13,15,33,48,1,0,0,0,0,1,0,0,no
34757,F,3,3,15,295,310,1,1,0,0,0,0,0,0,yes
34758,F,7,3,27,110,137,2,1,0,0,0,1,0,0,no
34759,M/NB,13,13,15,189,204,1,0,0,0,0,0,0,1,yes
34760,F,11,11,15,59,74,1,0,0,1,0,0,0,0,no
34761,F,7,1,29,33,62,2,0,0,1,0,0,0,1,no
34762,F,15,7,28,229,257,2,1,0,0,0,0,1,0,no
34763,F,37,31,27,113,140,2,1,0,0,0,1,0,0,no
34764,F,5,5,15,144,159,1,0,0,0,1,0,0,0,no
34765,F,13,9,28,92,120,2,0,0,0,0,0,2,0,no
34766,M/NB,11,9,28,65,93,2,0,0,0,0,0,2,0,yes
34767,F,17,9,29,84,113,2,0,0,0,1,0,0,1,no
34768,F,29,29,15,94,109,1,0,0,0,1,0,0,0,no
34769,F,7,7,15,297,312,1,0,1,0,0,0,0,0,no
34770,F,9,5,25,281,306,2,1,0,1,0,0,0,0,no
34771,F,21,15,29,251,280,2,1,0,0,0,0,0,1,no
34772,M/NB,23,5,91,283,374,8,2,1,2,0,1,1,1,yes
34773,M/NB,41,11,71,158,229,6,1,2,0,0,1,1,1,no
34774,M/NB,21,15,28,29,57,2,0,0,1,0,0,1,0,yes
34775,F,17,15,24,264,288,2,0,2,0,0,0,0,0,no
34776,F,9,5,28,137,165,2,0,0,1,0,0,1,0,no
34777,F,21,15,26,258,284,2,1,0,0,1,0,0,0,no
34778,F,15,7,28,105,133,2,1,0,0,0,0,1,0,no
34779,F,23,17,24,9,33,2,1,1,0,0,0,0,0,no
34780,F,15,13,25,215,240,2,0,1,1,0,0,0,0,no
34781,F,23,15,28,301,329,2,1,0,0,0,0,1,0,no
34782,F,17,11,29,196,225,2,0,0,0,1,0,0,1,no
34783,F,45,9,122,275,397,11,4,0,4,1,0,1,1,no
34784,F,37,13,63,71,134,5,0,1,0,0,1,2,1,no
34785,F,13,13,15,182,197,1,0,0,0,1,0,0,0,no
34786,F,5,5,15,100,115,1,0,0,0,0,0,1,0,no
34787,F,47,23,94,91,185,8,1,1,1,0,2,0,3,no
34788,M/NB,53,29,71,282,353,6,2,0,1,1,0,1,1,no
34789,F,41,9,84,248,332,8,2,3,1,1,0,0,1,no
34790,M/NB,57,13,138,52,190,12,2,3,0,2,1,1,3,no
34791,M/NB,27,19,25,42,67,2,0,0,2,0,0,0,0,no
34792,F,61,31,70,28,98,6,0,1,3,0,0,2,0,no
34793,F,13,9,29,267,296,2,0,0,0,0,1,0,1,no
34794,F,39,33,29,192,221,2,0,1,0,0,0,0,1,no
34795,F,15,15,15,157,172,1,1,0,0,0,0,0,0,no
34796,F,7,3,29,205,234,2,0,0,0,0,1,0,1,no
34797,M/NB,51,15,124,143,267,11,2,1,2,4,0,1,1,no
34798,F,31,7,91,240,331,7,0,0,0,2,2,1,2,no
34799,F,11,7,24,221,245,2,1,1,0,0,0,0,0,no
34800,M/NB,41,7,124,307,431,11,1,2,2,2,0,1,3,yes
34801,F,35,35,15,152,167,1,0,0,0,0,0,0,1,no
34802,M/NB,9,9,15,297,312,1,0,0,0,1,0,0,0,no
34803,M/NB,65,9,128,242,370,12,5,1,2,3,1,0,0,no
34804,F,21,15,27,34,61,2,0,0,1,0,1,0,0,no
34805,F,65,5,137,117,254,12,2,1,1,3,1,3,1,yes
34806,M/NB,33,25,33,189,222,3,1,1,1,0,0,0,0,no
34807,F,7,3,29,2,31,2,0,1,0,0,0,0,1,no
34808,F,9,5,29,106,135,2,0,0,1,0,0,0,1,no
34809,F,39,9,103,114,217,9,4,0,2,0,2,1,0,no
34810,F,15,7,26,115,141,2,0,0,0,2,0,0,0,no
34811,M/NB,31,3,69,42,111,6,3,0,1,0,0,0,2,no
34812,F,27,11,42,284,326,4,1,1,2,0,0,0,0,no
34813,F,15,11,26,43,69,2,0,0,1,1,0,0,0,no
34814,M/NB,33,9,79,47,126,7,2,0,2,1,1,1,0,no
34815,F,31,9,50,268,318,4,0,0,2,0,1,1,0,yes
34816,F,7,7,15,171,186,1,0,0,0,1,0,0,0,yes
34817,F,15,15,15,132,147,1,1,0,0,0,0,0,0,no
34818,F,47,9,113,297,410,10,3,0,4,1,1,0,1,no
34819,F,9,9,15,167,182,1,0,0,0,0,0,0,1,no
34820,F,9,9,15,228,243,1,0,0,0,1,0,0,0,no
34821,F,5,5,15,221,236,1,1,0,0,0,0,0,0,no
34822,M/NB,11,11,15,22,37,1,0,0,0,0,0,0,1,no
34823,F,21,13,29,41,70,2,0,0,1,0,0,0,1,no
34824,M/NB,15,15,15,215,230,1,1,0,0,0,0,0,0,no
34825,M/NB,7,7,15,144,159,1,0,0,0,0,0,1,0,no
34826,F,15,11,25,30,55,2,0,0,2,0,0,0,0,no
34827,F,29,27,29,46,75,2,1,0,0,0,0,0,1,no
34828,F,15,9,28,47,75,2,0,0,1,0,0,1,0,yes
34829,M/NB,15,9,25,81,106,2,1,0,1,0,0,0,0,no
34830,M/NB,11,11,15,229,244,1,0,0,0,0,0,1,0,yes
34831,F,21,15,25,220,245,2,0,0,2,0,0,0,0,no
34832,F,9,9,15,28,43,1,1,0,0,0,0,0,0,no
34833,F,35,11,56,78,134,5,2,1,1,0,0,0,1,no
34834,M/NB,23,13,57,127,184,5,3,0,0,0,0,2,0,no
34835,M/NB,21,15,29,296,325,2,0,0,0,1,0,0,1,no
34836,M/NB,43,5,73,96,169,7,3,1,2,0,0,1,0,no
34837,F,15,15,15,125,140,1,1,0,0,0,0,0,0,no
34838,F,21,15,24,211,235,2,1,1,0,0,0,0,0,no
34839,M/NB,11,7,25,266,291,2,0,1,1,0,0,0,0,no
34840,M/NB,27,27,15,99,114,1,0,0,0,0,0,0,1,no
34841,M/NB,55,9,128,351,479,12,4,2,3,2,1,0,0,no
34842,F,17,17,15,30,45,1,0,0,1,0,0,0,0,no
34843,F,7,7,15,120,135,1,0,0,1,0,0,0,0,no
34844,F,43,21,50,64,114,4,0,0,1,0,2,1,0,no
34845,F,23,11,36,33,69,3,1,0,1,0,0,1,0,no
34846,F,59,13,111,88,199,10,2,0,4,0,2,2,0,no
34847,M/NB,13,1,48,123,171,4,0,1,2,0,0,0,1,no
34848,M/NB,21,13,28,15,43,2,0,0,0,1,0,1,0,no
34849,F,35,35,15,260,275,1,0,0,1,0,0,0,0,no
34850,M/NB,45,13,67,244,311,6,1,1,2,1,0,0,1,no
34851,M/NB,1,1,15,49,64,1,0,0,1,0,0,0,0,yes
34852,F,17,9,25,54,79,2,0,1,1,0,0,0,0,no
34853,M/NB,59,27,69,101,170,6,1,0,3,0,0,2,0,no
34854,F,17,5,38,49,87,3,0,0,1,1,1,0,0,no
34855,F,17,17,15,255,270,1,1,0,0,0,0,0,0,no
34856,M/NB,41,11,70,193,263,6,1,0,1,1,1,0,2,no
34857,M/NB,19,15,29,275,304,2,0,0,0,0,0,1,1,yes
34858,M/NB,43,23,113,321,434,10,2,0,3,3,1,1,0,no
34859,F,21,17,25,170,195,2,0,0,2,0,0,0,0,no
34860,F,5,5,15,2,17,1,1,0,0,0,0,0,0,no
34861,F,23,9,40,201,241,3,1,0,0,1,0,0,1,no
34862,M/NB,39,15,63,22,85,5,1,0,1,1,0,1,1,no
34863,F,71,11,119,230,349,11,1,2,6,1,1,0,0,no
34864,F,63,31,86,87,173,8,2,1,4,1,0,0,0,no
34865,F,7,7,15,257,272,1,0,1,0,0,0,0,0,no
34866,F,67,11,131,150,281,11,4,0,1,0,1,1,4,yes
34867,F,9,9,15,63,78,1,0,0,1,0,0,0,0,no
34868,F,19,5,39,127,166,3,0,0,1,0,0,0,2,no
34869,F,1,1,15,137,152,1,0,0,0,0,0,1,0,no
34870,F,23,23,15,265,280,1,0,1,0,0,0,0,0,no
34871,M/NB,37,1,123,135,258,11,1,0,4,5,1,0,0,no
34872,F,13,9,28,263,291,2,0,0,0,1,0,1,0,no
34873,F,27,27,15,288,303,1,0,0,0,1,0,0,0,no
34874,F,1,1,15,232,247,1,0,0,0,0,1,0,0,no
34875,M/NB,37,13,141,227,368,12,5,1,0,1,1,1,3,no
34876,F,3,1,25,87,112,2,0,1,1,0,0,0,0,no
34877,F,19,13,25,71,96,2,0,1,1,0,0,0,0,no
34878,F,19,17,25,248,273,2,1,0,1,0,0,0,0,no
34879,F,55,13,96,155,251,8,4,0,0,1,1,1,1,no
34880,F,1,1,15,54,69,1,0,0,0,0,0,1,0,yes
